calendar_date,children_id,incoming_sms,outgoing_sms,total_sms,incoming_mms,outgoing_mms,total_mms,total_incoming,total_outgoing,total_messages,total_users,total_conversations
2023-11-24,32d5a78b-34f4-4132-a9dc-ffe7f50b6e6b,8,9,17,5,1,6,13,10,23,1,5
2023-11-24,32f055d3-4961-4de4-8802-017434ac1461,11,38,49,2,5,7,13,43,56,1,5
2023-11-24,33236a02-264a-4ead-84ce-9c0069d1c734,21,24,45,2,9,11,23,33,56,1,5
2023-11-24,3336a97a-7b72-433a-bb7b-729238608eb0,1,1,2,0,0,0,1,1,2,1,1
2023-11-24,33473489-543e-4112-8bd2-3a8097263f91,8,1,9,0,0,0,8,1,9,1,4
2023-11-24,336edf5e-9249-420e-919d-c8cd77d1f2dc,12,20,32,3,0,3,15,20,35,1,5
2023-11-24,338ce255-7410-48e2-b6a1-b8fac41b82b0,253,263,516,9,5,14,262,268,530,1,10
2023-11-24,3393790d-1f9f-47f9-8a63-e237d18d6a2a,8,19,27,27,8,35,35,27,62,1,10
2023-11-24,33a98995-0c50-4756-b1be-f555338977d9,40,49,89,0,2,2,40,51,91,1,5
2023-11-24,33b80dd7-89ab-48d4-bb06-14abfb9992a6,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,33cff8e3-8ee6-4fe8-9c45-644736e25d4c,38,41,79,2,0,2,40,41,81,1,11
2023-11-24,33e0bc33-1c47-44ac-ab0c-40ee9db0fbe9,122,113,235,24,23,47,146,136,282,1,7
2023-11-24,3412b752-5407-4dfa-85b6-2db0fa5b433b,3,3,6,1,0,1,4,3,7,1,2
2023-11-24,3429d76c-3d4b-428e-a290-68e8a3ce79fe,33,53,86,1,1,2,34,54,88,1,2
2023-11-24,344afe75-adf0-4804-988f-bb1e3fbb4596,2,0,2,0,0,0,2,0,2,1,2
2023-11-24,3460cda1-161a-45b3-bcc9-f0f1546e487f,32,41,73,5,8,13,37,49,86,1,9
2023-11-24,348ee27b-867b-432f-aab1-57424417473d,35,26,61,3,1,4,38,27,65,1,6
2023-11-24,34a3a576-dab3-448d-928c-94dc6b7270b9,10,9,19,0,0,0,10,9,19,1,4
2023-11-24,34d1d9ad-f1fa-42be-a08e-e04826424250,284,390,674,17,25,42,301,415,716,1,18
2023-11-24,34df922b-8db6-479a-b3f2-be83c06a1a59,20,30,50,0,0,0,20,30,50,1,5
2023-11-24,34e874df-6560-4a0c-91f9-24ea9b62a079,2,1,3,7,0,7,9,1,10,1,4
2023-11-24,34f5df75-cb37-42ac-8893-03dc82b21066,14,8,22,12,0,12,26,8,34,1,6
2023-11-24,35151ec9-23e2-40b9-81f7-3fbd5a091ca1,130,80,210,2,1,3,132,81,213,1,8
2023-11-24,3522ca6e-2cda-4056-b9cb-b8ca74ee4465,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,352dcc3f-cfb6-4672-b6d3-c65f8c383eb1,33,46,79,1,3,4,34,49,83,1,16
2023-11-24,353e2ba8-f205-413f-b679-f90675374c02,6,4,10,0,7,7,6,11,17,1,7
2023-11-24,3568aa20-9129-4040-b15f-20f0b3be30d1,9,9,18,0,0,0,9,9,18,1,4
2023-11-24,357fb3c3-ae0e-4968-8dc7-0f0cf5e6ea7b,43,120,163,14,11,25,57,131,188,1,10
2023-11-24,35990a8c-cbbe-4f34-ada9-c6ce049b261c,2,2,4,0,0,0,2,2,4,1,2
2023-11-24,35aa95bb-8fc2-4e44-959b-80df11ae0f01,163,227,390,1,0,1,164,227,391,1,5
2023-11-24,35b7fef1-da56-46f5-bb52-f434b3018844,7,11,18,0,1,1,7,12,19,1,2
2023-11-24,35c64da9-bead-4b66-8623-9eefe2eab4e0,0,0,0,32,2,34,32,2,34,1,1
2023-11-24,35e17316-fb69-49ff-bc5a-0ccf7e948056,24,43,67,0,1,1,24,44,68,1,5
2023-11-24,35e880e4-3085-4dcf-a4ef-459456df1220,3,2,5,2,1,3,5,3,8,1,3
2023-11-24,35ff4520-1da4-4916-965c-6a56e9099add,28,25,53,19,8,27,47,33,80,1,2
2023-11-24,3608cc4b-3e3f-47f4-9ca1-989f2707de1a,3,6,9,8,0,8,11,6,17,1,3
2023-11-24,362a25a0-b5be-477e-b082-493df6aff564,2,0,2,9,0,9,11,0,11,1,3
2023-11-24,36453474-8c55-4306-b990-4f60fd998836,5,5,10,0,1,1,5,6,11,1,2
2023-11-24,3666ea4e-58ff-465b-ac04-b25d2751c1c5,5,13,18,0,0,0,5,13,18,1,6
2023-11-24,36775855-d6f2-4be0-8679-ef67553d89d7,1,1,2,0,2,2,1,3,4,1,2
2023-11-24,3683f96e-5d53-433e-a332-d83c96dfafd4,0,2,2,0,0,0,0,2,2,1,2
2023-11-24,368dc59c-be16-4be2-8e1e-407114983b6b,121,108,229,2,1,3,123,109,232,1,6
2023-11-24,369ca56f-c38c-4c8c-9c76-3646afa44bac,13,19,32,0,0,0,13,19,32,1,2
2023-11-24,36b4413c-eb21-4ef0-a38b-1e004e4c4dc7,9,9,18,2,2,4,11,11,22,1,5
2023-11-24,36bba7d0-336a-446b-a265-679319ec3246,1,2,3,0,0,0,1,2,3,1,1
2023-11-24,36dbbec3-7164-48c3-a37c-15680d33cd5a,57,51,108,1,0,1,58,51,109,1,6
2023-11-24,36f7e70b-b569-4de2-b6b5-992a482405c0,0,0,0,248,59,307,248,59,307,1,1
2023-11-24,373ece07-a85d-4460-ae89-3dcdcdb5ef5c,158,327,485,3,3,6,161,330,491,1,31
2023-11-24,374e8fdf-caa3-4f0c-a53c-697a76d21b25,51,54,105,0,0,0,51,54,105,1,2
2023-11-24,37721e9b-a547-4209-88ec-50a9030ada9d,8,6,14,11,2,13,19,8,27,1,4
2023-11-24,378b2df9-1787-45d4-9b8b-b2573f78dfe4,3,9,12,9,8,17,12,17,29,1,5
2023-11-24,37b7652e-22bd-4998-a39d-eed8005103cd,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,37e4418b-56d2-4411-9989-bcebb1c816ab,56,79,135,9,3,12,65,82,147,1,7
2023-11-24,37efffb6-6b72-4a5f-ac4c-d1b6f06fb3f4,2,1,3,1,2,3,3,3,6,1,2
2023-11-24,38053422-344b-44f8-9a9d-42a81d490af0,12,21,33,39,0,39,51,21,72,1,3
2023-11-24,380ffa97-0c6e-4c8b-94f6-f8f6de779eb0,7,9,16,1,0,1,8,9,17,1,7
2023-11-24,3821c0f7-e3a1-47f5-8ff3-78c79d650d0c,6,2,8,0,0,0,6,2,8,1,4
2023-11-24,382bbb14-f803-4443-943b-307a853bab6c,10,17,27,2,0,2,12,17,29,1,2
2023-11-24,3841ff97-397b-48f4-b6ad-ae3fccfc4a0e,150,149,299,0,5,5,150,154,304,1,3
2023-11-24,3868183c-7dbe-418c-9e22-f66e23aeb77a,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,387d5660-7552-4771-a6ae-bb25b1a2f4ab,7,9,16,7,0,7,14,9,23,1,5
2023-11-24,3896dbdf-68a9-4994-aef6-02b16f015fcc,0,0,0,3,0,3,3,0,3,1,2
2023-11-24,38bd9923-c8eb-4671-b09e-e2004cbe9bba,8,8,16,1,0,1,9,8,17,1,1
2023-11-24,38e5b7d9-0f1b-4925-a666-99192f94861b,5,16,21,0,0,0,5,16,21,1,4
2023-11-24,38f2715e-bfee-433c-9634-8a4912f79df0,73,66,139,2,1,3,75,67,142,1,6
2023-11-24,3908634d-6b48-46f5-8ffb-7f0b8cb92535,21,29,50,36,13,49,57,42,99,1,6
2023-11-24,391bb1c6-9ca4-4c9f-bff0-d56492fc8ca5,59,54,113,1,3,4,60,57,117,1,1
2023-11-24,39376d47-46f5-4503-b84c-3818b32856f5,29,35,64,2,1,3,31,36,67,1,8
2023-11-24,394456ad-64f6-4920-a33d-884bf9da5211,177,139,316,14,6,20,191,145,336,1,17
2023-11-24,395897c0-5c9f-4c2f-b93c-63cafcf6680d,26,30,56,2,0,2,28,30,58,1,3
2023-11-24,396b7fd7-f9c6-4b9e-bda9-4650106618cf,0,0,0,1,1,2,1,1,2,1,2
2023-11-24,398bf7e3-34b8-4377-9dd5-a08f59e71c0f,40,58,98,0,0,0,40,58,98,1,14
2023-11-24,39ba5e37-1b0d-4558-9b13-67b1d8f777f4,7,9,16,1,1,2,8,10,18,1,3
2023-11-24,39ccfa93-6e4c-4fe0-b9aa-e9efeb537e6c,15,16,31,4,1,5,19,17,36,1,3
2023-11-24,39e3507d-86e4-4242-98ee-e75b0499b45d,43,31,74,1,0,1,44,31,75,1,5
2023-11-24,39fbdf32-c20d-49de-9b23-b67ee6020c46,13,11,24,7,0,7,20,11,31,1,8
2023-11-24,3a1b791a-192a-4efa-a2de-1a4cf237c774,20,15,35,17,0,17,37,15,52,1,5
2023-11-24,3a3d1974-5eed-4e79-826e-e2c2f2d49096,0,1,1,1,1,2,1,2,3,1,2
2023-11-24,3a629554-fdf7-4f59-b82a-27790c654606,147,140,287,8,2,10,155,142,297,1,5
2023-11-24,3a883023-f56b-4964-a252-7bfd49137ae4,2,5,7,0,0,0,2,5,7,1,1
2023-11-24,3aafc47d-3270-467b-a908-fdb0c43040b5,34,48,82,1,0,1,35,48,83,1,6
2023-11-24,3ad9e756-361a-4df4-8903-b15dd97dd541,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,3afd5502-7b45-4e03-92ce-16e7ae91ae79,1,1,2,5,1,6,6,2,8,1,2
2023-11-24,3b288a94-68b6-4d8e-bdad-1a18f0d1f8f5,104,112,216,2,3,5,106,115,221,1,8
2023-11-24,3b36ecce-e4ae-4bbe-b06b-4eb77324eebb,5,6,11,14,0,14,19,6,25,1,3
2023-11-24,3b5f1355-c67f-406a-9b0e-5cf80fd1c812,0,0,0,1,0,1,1,0,1,1,1
2023-11-24,3b718578-53c8-4fcd-b419-ac0bf0f22d7e,93,73,166,4,0,4,97,73,170,1,5
2023-11-24,3b86d2cb-9294-4594-9947-a6c5f54ce19f,2,7,9,2,3,5,4,10,14,1,5
2023-11-24,3b9ae7fa-6691-49fb-9d77-c5d732a9df5d,11,10,21,0,0,0,11,10,21,1,4
2023-11-24,3bcb6790-ccc7-4ced-bbff-96ef3796b8a9,9,18,27,10,0,10,19,18,37,1,3
2023-11-24,3bd9baab-4fb6-43a2-8f47-f68174e129d2,2,6,8,0,0,0,2,6,8,1,1
2023-11-24,3befce64-1be0-4b46-9b78-e01b8afdac2d,1,0,1,40,24,64,41,24,65,1,4
2023-11-24,3c0c2d76-5440-4a06-bc2d-57785bc8d035,6,1,7,4,1,5,10,2,12,1,2
2023-11-24,3c19b6a7-df67-4430-8b74-91604e655c64,9,11,20,0,0,0,9,11,20,1,2
2023-11-24,3c3d022e-2dab-4c11-8a02-2d5e0cb84937,12,14,26,53,24,77,65,38,103,1,8
2023-11-24,3c5a5144-2994-450f-9b81-1a9cf247f46a,46,84,130,2,11,13,48,95,143,1,5
2023-11-24,3c7b7fff-07a1-4054-a0a7-c30526575bee,1,0,1,0,1,1,1,1,2,1,2
2023-11-24,3c8fe376-65ed-4208-8611-6ace96736f01,30,41,71,1,0,1,31,41,72,1,9
2023-11-24,3ca8ba0e-38b4-4f38-9059-2140e7ac4f86,6,0,6,0,0,0,6,0,6,1,1
2023-11-24,3caed186-006e-4cee-b6b3-ce157ee2b696,4,3,7,0,0,0,4,3,7,1,4
2023-11-24,3cd0cd8c-3350-412a-8ed2-7a7f1758482c,12,0,12,0,0,0,12,0,12,1,2
2023-11-24,3ce62f76-4d80-4498-88f9-ee4974870528,2,2,4,0,0,0,2,2,4,1,2
2023-11-24,3d0590de-66e8-4e6e-8006-22237ebcd1a8,45,42,87,19,3,22,64,45,109,1,11
2023-11-24,3d249b6a-ddf4-4296-a8e8-cd63358350dc,22,22,44,0,0,0,22,22,44,1,6
2023-11-24,3d37f4a7-2881-4ca9-a9f0-89c352fc689e,1,3,4,19,0,19,20,3,23,1,2
2023-11-24,3d5c9fe6-8496-4e72-9282-49e109a74388,2,6,8,101,38,139,103,44,147,1,4
2023-11-24,3d765d8e-22d4-4f30-b90b-d954d45d1ab8,2,0,2,0,0,0,2,0,2,1,1
2023-11-24,3da4cabf-6e5d-4370-8a07-7c5fb680fd2a,3,6,9,0,22,22,3,28,31,1,4
2023-11-24,3dbd68e1-fe17-40d4-af66-a312809c1eb9,44,41,85,0,0,0,44,41,85,1,6
2023-11-24,3dfab78b-cf69-479b-ae02-eb50aa22f136,19,19,38,49,16,65,68,35,103,1,9
2023-11-24,3e1b9b93-579d-4ee8-ba90-0daceff84a0c,1,14,15,1,10,11,2,24,26,1,6
2023-11-24,3e2b2e05-deef-4c18-81d4-6e8f81acddc9,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,3e486da1-6902-4294-bf7a-22ded43f5970,6,16,22,1,1,2,7,17,24,1,2
2023-11-24,3e796387-f0b1-41d6-88dd-956a404011d2,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,3e9d5ca9-325b-45fc-99d3-5bdabd82269d,4,8,12,0,1,1,4,9,13,1,2
2023-11-24,3eb9690e-a0d1-432f-8618-abe3c185ca0f,0,0,0,11,0,11,11,0,11,1,2
2023-11-24,3ecdc462-4cf9-47ef-9111-deb3c7a2a79d,52,52,104,17,14,31,69,66,135,1,6
2023-11-24,3ed6525b-ced6-441d-a320-1c6b8df270d6,11,16,27,3,0,3,14,16,30,1,9
2023-11-24,3ee673a6-ae18-417c-9389-3be743ffb4fa,3,1,4,5,0,5,8,1,9,1,6
2023-11-24,3f02dcfe-7094-4736-b069-6ca87755a0f3,0,0,0,146,0,146,146,0,146,1,5
2023-11-24,3f178946-c956-4cab-86a6-00e9e276a6e2,6,6,12,0,0,0,6,6,12,1,3
2023-11-24,3f3c4cde-67c9-4eea-8654-6a5f6029bbe8,1,0,1,4,1,5,5,1,6,1,2
2023-11-24,3f72256a-6755-4003-bf54-fab9dc902f5c,4,7,11,0,0,0,4,7,11,1,2
2023-11-24,3fa62428-d221-4a02-a5e3-cfdaa348146e,25,30,55,3,1,4,28,31,59,1,4
2023-11-24,3fc70936-65ed-4364-a607-8f8c4035392c,13,22,35,4,0,4,17,22,39,1,3
2023-11-24,3fe89e01-e8ac-4a42-848b-e1e68d3b27db,6,0,6,0,0,0,6,0,6,1,1
2023-11-24,3ffc7c83-fa92-47c2-a8ae-5c7a39f80f81,26,27,53,0,0,0,26,27,53,1,1
2023-11-24,401cea8d-ab2e-4ba8-8c87-d455706e5803,0,0,0,1,0,1,1,0,1,1,1
2023-11-24,4032c3f1-b980-4dc5-93eb-c32583279853,2,0,2,24,0,24,26,0,26,1,4
2023-11-24,40406c76-fabe-4613-b0ab-035503bc1477,9,15,24,1,0,1,10,15,25,1,6
2023-11-24,4055b179-028c-4424-9434-bbe5aa5295e3,3,0,3,5,1,6,8,1,9,1,2
2023-11-24,40a1b9c8-29a3-4767-8e56-86929c8f09b4,2,0,2,1,0,1,3,0,3,1,2
2023-11-24,40ce44dd-09f6-4337-869d-e1914805e9cd,13,9,22,0,0,0,13,9,22,1,9
2023-11-24,40ef04ff-5e4c-4058-9fb5-9bd3a6665d03,41,44,85,0,3,3,41,47,88,1,6
2023-11-24,40fd9cd2-2444-4332-b360-6fe797099c30,279,214,493,9,1,10,288,215,503,1,6
2023-11-24,41099063-82fc-4af7-abfd-2512a448b097,0,1,1,0,0,0,0,1,1,1,1
2023-11-24,4121ec34-9279-4396-89b8-56d2b2d58e2c,0,0,0,16,8,24,16,8,24,1,2
2023-11-24,412b78f6-ab0e-489d-baba-3e5e8dcb90ee,21,27,48,0,2,2,21,29,50,1,4
2023-11-24,4141eb9a-6a0b-4428-a06f-8b66ac6f0bf7,8,6,14,0,0,0,8,6,14,1,6
2023-11-24,414971c7-188a-418c-a1c0-c970fc1635c3,2,1,3,0,0,0,2,1,3,1,1
2023-11-24,41741b43-11d7-4070-beba-4c42205f769e,2,3,5,0,0,0,2,3,5,1,2
2023-11-24,4194e139-3281-4a73-9902-3bb15f76c1c0,7,7,14,0,0,0,7,7,14,1,1
2023-11-24,41a6b84d-5475-4f03-bbbc-94ac8f2bbb58,5,7,12,19,0,19,24,7,31,1,4
2023-11-24,41b6f7f1-7ae9-45d8-b2cd-9aaf9ef8b8ba,15,15,30,6,2,8,21,17,38,1,2
2023-11-24,41cc7cc2-4859-4808-a411-fe80e24d07b1,3,8,11,0,0,0,3,8,11,1,1
2023-11-24,41de82e0-dd9a-4704-bf11-7bc1f41e99f3,2,1,3,1,0,1,3,1,4,1,2
2023-11-24,41eda8a0-9c0d-4cd5-9d12-fcb051363c93,25,17,42,6,1,7,31,18,49,1,17
2023-11-24,42151ce9-cf3d-4eea-b8d2-58b09b97b5a2,9,2,11,0,0,0,9,2,11,1,4
2023-11-24,4227c616-1bad-445a-b907-7eb185955fd9,55,29,84,9,1,10,64,30,94,1,3
2023-11-24,424557ab-ff14-4c2c-a85c-a12b2fceddec,9,6,15,1,1,2,10,7,17,1,2
2023-11-24,4258d5b6-e2e6-4d9c-a403-8592c16d3542,0,4,4,0,0,0,0,4,4,1,2
2023-11-24,426d7d7a-896b-4615-8c64-029d2fc0a1e3,36,49,85,12,2,14,48,51,99,1,27
2023-11-24,427b18cd-e34d-4d4a-a64d-b4e6895ab71b,53,73,126,166,109,275,219,182,401,1,8
2023-11-24,42916b31-581a-4578-984d-77cefdc5f270,2,0,2,0,0,0,2,0,2,1,2
2023-11-24,42acf8ad-c567-49f3-ac7f-297ea7b3aec2,5,7,12,0,0,0,5,7,12,1,3
2023-11-24,42d8377d-7a0a-4cc9-93f3-f48f777f1da8,10,7,17,20,30,50,30,37,67,1,6
2023-11-24,42e72b7d-4d02-4b70-8921-3bdcbd520914,11,7,18,16,4,20,27,11,38,1,8
2023-11-24,43058e08-3ac2-42a1-ad06-af8e17644dc5,7,8,15,1,0,1,8,8,16,1,5
2023-11-24,4311ffd6-161d-4307-baa4-ef6f6568d09e,22,25,47,9,7,16,31,32,63,1,7
2023-11-24,433852b8-6c5f-4405-8fe1-13413210a4a2,2,6,8,0,0,0,2,6,8,1,2
2023-11-24,43477c07-32fa-440b-b332-69ed69febafa,24,33,57,1,0,1,25,33,58,1,3
2023-11-24,435b793d-8354-40c4-8266-4d739498e189,19,8,27,1,5,6,20,13,33,1,11
2023-11-24,436fcb38-e3ce-46bb-b16c-cb33ccb0c390,1,0,1,0,0,0,1,0,1,1,1
2023-11-24,438ba1e8-2f96-494b-827a-9f65ceffb11d,35,48,83,7,15,22,42,63,105,1,6
2023-11-24,439937cb-4765-4537-a99b-daad5002cad9,28,22,50,2,1,3,30,23,53,1,9
2023-11-24,43a6bbb6-66d4-44a6-9eda-619b3d56e721,0,0,0,1,0,1,1,0,1,1,1
2023-11-24,43e71860-8786-4cf0-9eae-a01b476a3145,0,2,2,0,1,1,0,3,3,1,2
2023-11-24,4404f546-8e8a-4b1c-8922-986447ed2829,35,31,66,0,0,0,35,31,66,1,3
2023-11-24,44196700-646a-4014-ad28-27551bf0a6ba,10,5,15,0,0,0,10,5,15,1,5
2023-11-24,44371d31-1ee4-4d50-8329-1a3a00f42e63,0,0,0,4,0,4,4,0,4,1,1
2023-11-24,44736799-dbe9-4301-93b3-b325b0d3fbfb,31,37,68,9,3,12,40,40,80,1,11
2023-11-24,448bd1fc-7d98-416c-b30c-84920b6b5331,2,1,3,0,0,0,2,1,3,1,2
2023-11-24,44955399-7ab1-4b8e-bc84-729e5fe1b0e3,91,84,175,21,18,39,112,102,214,1,9
2023-11-24,449e4686-fc65-473f-8419-5c7e1bb7f4c6,0,0,0,28,0,28,28,0,28,1,3
2023-11-24,44aaac7c-c027-4f65-8de3-60b079fca40b,0,1,1,0,0,0,0,1,1,1,1
2023-11-24,44cdc85a-f625-49ae-b29e-04ddda74bade,11,18,29,39,20,59,50,38,88,1,6
2023-11-24,44dd2c30-a74f-4ab3-ae5f-cb46a752d75d,30,20,50,1,2,3,31,22,53,1,2
2023-11-24,44f502c0-ba10-4137-868f-06f6bb2eff80,0,1,1,6,3,9,6,4,10,1,2
2023-11-24,450e8d7d-7bad-4c9f-8c31-e8be44cf5360,9,16,25,0,0,0,9,16,25,1,3
2023-11-24,453f388f-90a9-4d57-8dfd-ea1b970767dd,5,4,9,23,0,23,28,4,32,1,3
2023-11-24,456bf39a-b9ae-4e69-9518-0ee3c83efb82,34,33,67,0,0,0,34,33,67,1,9
2023-11-24,457b72b9-15ed-410e-87b9-f134dc443922,60,50,110,120,88,208,180,138,318,1,10
2023-11-24,458a2a4a-0d0b-4327-b67b-7c4a0f3459f9,0,0,0,2,0,2,2,0,2,1,1
2023-11-24,45a696ff-f422-4880-8b6b-067aafea2be8,45,46,91,8,1,9,53,47,100,1,4
2023-11-24,45c0ef43-1f4d-4710-950b-952d074085c3,4,5,9,13,3,16,17,8,25,1,3
2023-11-24,45d1ad24-176d-4e8c-9ea6-aa5fcb7c6c73,256,316,572,0,0,0,256,316,572,1,4
2023-11-24,45eb73da-1834-4652-bbbe-deea691976b5,3,1,4,0,1,1,3,2,5,1,3
2023-11-24,4604e17b-5b57-4713-a2d8-89222b3db5a5,1,4,5,3,3,6,4,7,11,1,1
2023-11-24,4624859b-b796-468c-af67-904a385e7a33,1,1,2,0,0,0,1,1,2,1,2
2023-11-24,4655dee1-1290-4a35-a96e-7b9bd19ca31a,55,61,116,34,30,64,89,91,180,1,7
2023-11-24,4678cd27-7d2b-4979-86dd-f63be7c4b739,2,5,7,0,0,0,2,5,7,1,3
2023-11-24,469ef26b-af5d-4013-89eb-8b9491be6819,4,1,5,0,1,1,4,2,6,1,1
2023-11-24,46b49fe9-ec73-4fd3-a52e-865e090a82be,49,101,150,73,32,105,122,133,255,1,5
2023-11-24,46ce3cf8-56c3-4607-9680-1d52d35ad8da,10,22,32,3,8,11,13,30,43,1,4
2023-11-24,46e2904c-178f-437a-a2f1-d89d2f824634,15,8,23,0,0,0,15,8,23,1,2
2023-11-24,46fea3de-583d-419a-a042-26b6a27e17bc,54,45,99,0,0,0,54,45,99,1,2
2023-11-24,470ee747-abce-4f3a-b8ce-c3c2481d333d,6,8,14,1,2,3,7,10,17,1,1
2023-11-24,4725e978-d804-449a-bc49-5b8f9a73b627,50,49,99,10,24,34,60,73,133,1,7
2023-11-24,47401ec9-27c8-407e-a204-ae8f4d4c1d89,31,40,71,3,1,4,34,41,75,1,7
2023-11-24,475f9233-bf3d-4a16-a317-f26174d7c08d,28,32,60,0,3,3,28,35,63,1,1
2023-11-24,47776125-6220-4968-8ce0-0fcb9d46fc71,632,682,1314,34,12,46,666,694,1360,1,10
2023-11-24,47ae2aa3-d91b-44c4-b492-33b64e91cead,18,16,34,0,0,0,18,16,34,1,5
2023-11-24,47b59d6f-8c76-41af-8597-e9155a4196f3,17,28,45,1,1,2,18,29,47,1,3
2023-11-24,47c34792-6b9a-43a4-a117-d8f64e864fdf,0,5,5,0,0,0,0,5,5,1,1
2023-11-24,47de15fe-b5eb-4d3d-bca7-495588bcbcf7,0,0,0,8,4,12,8,4,12,1,1
2023-11-24,48101d54-dd42-4eb3-94d3-bcb018ac28b9,1,2,3,1,1,2,2,3,5,1,2
2023-11-24,481440da-9868-41bc-8889-043c4aea7a06,11,16,27,0,1,1,11,17,28,1,4
2023-11-24,4830669c-0b1b-43d7-8e61-14f98756acdf,2,1,3,5,1,6,7,2,9,1,4
2023-11-24,48474410-2f4e-48dd-85f2-39948ce0d8ad,9,2,11,0,3,3,9,5,14,1,7
2023-11-24,48637762-45b2-4698-b30d-7a0ae116aedb,7,12,19,0,0,0,7,12,19,1,5
2023-11-24,489a11be-3501-4537-b6fa-41e7ff59fb7e,24,26,50,7,9,16,31,35,66,1,9
2023-11-24,48a9ce75-0224-4d27-a710-8489f348c5ac,10,18,28,0,0,0,10,18,28,1,3
2023-11-24,48c10a00-73aa-4c67-949c-a1a33f211a31,0,0,0,1,0,1,1,0,1,1,1
2023-11-24,48d29ed3-b8a0-4199-a4e6-94117a13c385,246,291,537,9,7,16,255,298,553,1,12
2023-11-24,48f5b473-3e02-4a8b-80cd-54dff61c04a8,19,17,36,1,0,1,20,17,37,1,6
2023-11-24,490b792f-761a-4c2a-9bc1-f3583bb12ff5,19,17,36,16,14,30,35,31,66,1,8
2023-11-24,491df4e3-0783-4e8b-b46b-88fc083b7d13,3,3,6,0,0,0,3,3,6,1,2
2023-11-24,49295757-3b85-4da6-8549-38fcae6a187e,33,24,57,2,10,12,35,34,69,1,6
2023-11-24,4938c35a-72a1-4a54-af76-aa26dd74db42,20,18,38,1,2,3,21,20,41,1,5
2023-11-24,49479146-01bd-44a1-86c7-d193db8e2dac,0,2,2,1,0,1,1,2,3,1,2
2023-11-24,4950518c-724f-4b7e-946f-4be5b8b55333,3,5,8,3,1,4,6,6,12,1,1
2023-11-24,495ab0ce-f99b-4271-9f8b-f5f35cbb2184,148,126,274,3,0,3,151,126,277,1,4
2023-11-24,49728aaa-2e6f-4bf1-9987-ad1e5c26219b,9,4,13,0,0,0,9,4,13,1,4
2023-11-24,498bce7b-52a1-45bf-b4e0-2b4c01524f92,2,3,5,0,0,0,2,3,5,1,2
2023-11-24,49a11065-fd8a-4cc2-85b1-7f96b6f81e3e,6,4,10,0,0,0,6,4,10,1,2
2023-11-24,49bde4bb-f91b-4f24-9f02-61d330f0bb3b,0,0,0,9,1,10,9,1,10,1,2
2023-11-24,6e8f689e-e998-44aa-81d9-253150e0ebc6,183,168,351,4,5,9,187,173,360,1,5
2023-11-24,6eab26d8-7bce-4525-b83b-43090fdc5525,72,87,159,10,6,16,82,93,175,1,7
2023-11-24,6ec09924-ec98-47d5-8b21-26c22431cdfb,2,1,3,0,0,0,2,1,3,1,2
2023-11-24,6ee154da-99a4-4476-b6e5-50ba3cea4d2f,17,16,33,16,0,16,33,16,49,1,4
2023-11-24,6ef163af-d0aa-45cc-9144-89d4a32d49e1,88,113,201,1,3,4,89,116,205,1,10
